epoch,train_loss,val_loss,train_spearman,val_spearman
1,0.6580463219322635,0.5243907210365214,0.4126513733529328,0.5075899123038791
2,0.5428727985220494,0.5572591513711515,0.4929250003590536,0.5283907543205772
3,0.5083091226428054,0.4652682672444958,0.5066014397728483,0.547622943707107
4,0.49169627312211894,0.47351165657334365,0.5185889974706791,0.5644579813951522
5,0.4768365455723284,0.45893588393373264,0.5299815185170039,0.57317967922365
6,0.46423941776403954,0.43079128315973664,0.5364716662917026,0.5883222063830423
7,0.46088122848260443,0.4783446520804094,0.5426529734584185,0.5935112896031979
8,0.4519043384299326,0.4505721671748857,0.5463611077628658,0.590941119020118
9,0.4495381779943986,0.44865815989692903,0.5529527409924225,0.5984310198288697
10,0.43942630762277646,0.4617813653670825,0.5515480002592569,0.6038092479939803
11,0.4348794252670484,0.560434076450864,0.5557208892514935,0.5910550861839274
12,0.4376482071967616,0.5557070986345529,0.5596128488448371,0.5803290191316478
13,0.43558715486843325,0.5640613846184405,0.5557847669354309,0.5979484840634647
14,0.4310733258328168,0.5098484921360522,0.5625666393691123,0.605870929573828
15,0.42868938236141524,0.48690413231084456,0.5627563500622182,0.6070802765910758
16,0.42697187751234567,0.4646043343079185,0.5639316464653641,0.6115351148562342
17,0.42605039685271506,0.46370463646375215,0.5639787224539095,0.606844803856918
18,0.4195454188161514,0.5414067402047251,0.56689362373958,0.598403788688012
19,0.4234028856075087,0.5282633250445838,0.5650663935860922,0.6058671145603575
20,0.42025519539153455,0.5377120125831281,0.5678066434654286,0.5994566083744919
21,0.421588968002915,0.4629731733618744,0.566336608655825,0.6123145466932252
22,0.41535471481738295,0.4778359762790665,0.5685065261054276,0.6140049269882374
23,0.4155613637643795,0.4193716593462213,0.5698444446951052,0.6187540586020017
24,0.4115855718272865,0.4708961236144883,0.5714713476424993,0.6059893645563555
25,0.41435217939540003,0.4484997535178769,0.5717338543100611,0.616688590704288
26,0.4094809567017413,0.5270792078276212,0.569433967338448,0.6144051181858984
27,0.4098108557767646,0.45841614178700535,0.568619417946204,0.6201284287462816
28,0.41235899884637406,0.5553255299358216,0.5720507999393235,0.6146072068644455
29,0.40844027851878406,0.46025214445053425,0.5755245003094309,0.6111819742529082
30,0.40774580119456166,0.4962523318728338,0.5690033202155484,0.6145466237232603
31,0.41247072963421527,0.5227302172930234,0.5724006496493602,0.6130224530355367
32,0.40981436429229684,0.5219682766129546,0.5724193450422382,0.6174796976208371
33,0.40742077234377494,0.46309096929407245,0.5703407502946664,0.6119283260654075
34,0.40213467514891166,0.48724697593510624,0.5734779996036296,0.6146374983559869
35,0.4036677434099869,0.44284015486822204,0.5715125989775325,0.6144932121908001
