epoch,train_loss,val_loss,train_spearman,val_spearman
0,0.7057845676571972,0.5107597094773008,0.38940164143115935,0.5056934541757355
1,0.5359524045836884,0.46437215006898847,0.49640867401777555,0.5409209182647319
2,0.4956852410719412,0.44160989003668893,0.5259720511548959,0.5743764311812064
3,0.457498238503198,0.4225625648360824,0.5490961129324742,0.5943068105862885
4,0.4406266694475177,0.41112850726133765,0.5595975493582532,0.6058003843883306
5,0.41932874819005167,0.4567788524517962,0.5700128273359542,0.601232658352942
6,0.4137520240611168,0.43746707549393365,0.5730432532330271,0.6027081830967693
7,0.40858466861363457,0.44928939969753146,0.5777179426534945,0.609208943287548
8,0.39876043114329873,0.3869423323922957,0.5831972969796797,0.618505239258827
9,0.3906640089678574,0.4014673482497418,0.587326362861581,0.6218489647902349
10,0.3887282929794956,0.3771065440032776,0.5889893691202004,0.6242962241791995
11,0.3833999892025701,0.3776461559529119,0.5906876144578493,0.6235639918898189
12,0.3782611607220722,0.388375167696956,0.5931028170394969,0.6251919239740868
13,0.37813803832112103,0.37209798786599546,0.594722638200306,0.6260455271223343
14,0.3702794573743674,0.3832627867657901,0.5950107944992684,0.6254187666550015
15,0.3708458757916243,0.3715781690089588,0.5975895628527056,0.6326979145943289
16,0.36225828844102476,0.40494547264629954,0.5990739229099157,0.6297746171283544
17,0.36283639077210916,0.39439940083777364,0.5992344634140926,0.6256780557416468
18,0.3647431974346069,0.3800459228135582,0.5994052774514936,0.6288232825140733
19,0.36024407268696196,0.40562384495449344,0.6007283005748373,0.6298178914726189
20,0.35401196913904887,0.37914367940825633,0.6027383836327648,0.6310599214738901
21,0.35609122678354066,0.3652815020681294,0.6007987402738725,0.6325223668706954
22,0.34683275310565154,0.3868285084712562,0.6072194313642865,0.626900766397647
23,0.3488660620277239,0.36803167992388164,0.6057471075802854,0.6332437842991454
24,0.3518922015811121,0.3570286443729844,0.6058515923652898,0.6320175888185167
25,0.3449787779899626,0.37361283258157835,0.6056068299853491,0.633259252171345
26,0.34768969029512614,0.3871097865550255,0.6036328428599848,0.6347934587368865
27,0.3424884111366876,0.3734596249785018,0.6078287721791078,0.6305681425594327
28,0.342609648310793,0.36239303292305286,0.606807066448422,0.6353240405648805
29,0.34544155390868353,0.35703336222675075,0.6047132741157749,0.6358795152541731
30,0.34135957144396545,0.3618002588582242,0.6070629563354614,0.636709876172438
31,0.33850006954585693,0.40138238205276655,0.6080923191708073,0.6352307586543109
32,0.3387831433028705,0.3654273540304798,0.6101935690381897,0.6342790735602601
33,0.33413743274167873,0.3585260978978264,0.6127728312742299,0.6336758419205685
34,0.3407590774971984,0.3980624988337651,0.6090461866560214,0.6336678870126013
35,0.3327924460876217,0.3723434441783882,0.6095460100602484,0.6333386917954394
36,0.3327451153922931,0.3807691853986494,0.6109724270974357,0.6328741138996415
37,0.33296058412316093,0.3649260388326179,0.6080883632567072,0.637795240131555
38,0.32950268251372733,0.3754785142890039,0.6110214222355655,0.6373825997392824
39,0.33149756606401554,0.37586916268751125,0.6094388371826072,0.6380341269681143
40,0.3333727449543713,0.3771071346756477,0.6080170032702168,0.6361753771663232
41,0.32942499023884153,0.37275310000089307,0.6137777479218157,0.6378490244304468
42,0.331345081238014,0.3560198040556417,0.6132800490315164,0.63470589910999
43,0.32734441013514065,0.35265718025549914,0.6139734361546239,0.634640115991145
44,0.3233240041935786,0.35575343806791176,0.6116120938946474,0.6379083100411442
45,0.3259174765410837,0.3637519003936017,0.6123350209619959,0.6370750359876622
46,0.32528495904054694,0.3616164465233414,0.6133438669156485,0.6363205399900619
47,0.323947892248246,0.3678918932428138,0.6138062273358433,0.6372441333617783
