epoch,train_loss,val_loss,train_spearman,val_spearman
1,0.6702748304684693,0.552161639501941,0.3971264313094231,0.4995556688751403
2,0.533608201264939,0.5488800794992902,0.49576701310979965,0.5343555889490113
3,0.5030045352108851,0.4939002704161864,0.5194299116087119,0.5517366574360774
4,0.48364166409470316,0.4471486477225782,0.5376447651572401,0.570607710422192
5,0.45239206164382223,0.46082152149563443,0.5500589211913834,0.5901228040456772
6,0.43768723978354684,0.41181204892912343,0.5620451620646886,0.6003440728396257
7,0.42575069568878,0.404671824855893,0.5716281902651454,0.6078973315280691
8,0.414453028167205,0.3999744450144806,0.5774242234784503,0.6116674332941242
9,0.405857737901995,0.3818285314647841,0.5776965930117325,0.610845899945545
10,0.4011182647606859,0.3920931765508272,0.5816054929530502,0.6188818891421554
11,0.3969478374650312,0.3974332518144375,0.5835500519537055,0.6222164224566452
12,0.3898929705304957,0.37439870024075245,0.5876410890853286,0.6248994443555725
13,0.3864360357043751,0.4137562312956514,0.5897724240127196,0.6268719319323329
14,0.3820857153283401,0.3642648589705915,0.5919217963254333,0.6230413329538047
15,0.37650937514249666,0.4038483280322912,0.5934946774644313,0.622260432107379
16,0.37597290939864925,0.39648108836510454,0.5911060485926973,0.625696385175543
17,0.36853110040244075,0.38097264062346453,0.5957297824545952,0.6279211884626343
18,0.3709364228767414,0.38239856246137494,0.5954805489592377,0.6256969386133654
19,0.36352494276837255,0.381696162038836,0.5990433976697763,0.6301372364281975
20,0.3617186545236562,0.4119762660100542,0.5989552356476008,0.6238546491617866
21,0.359016760724575,0.3661835598376449,0.5992336566266031,0.6296082490793273
22,0.35994032809999693,0.38343382205824006,0.5999760263385963,0.6295344547346353
23,0.3568127291790671,0.3826650862905644,0.6002389396543915,0.6321964339014706
24,0.35425471979815304,0.384936120489548,0.6035181411675045,0.6293741843270371
25,0.3512423527201149,0.40794478716521426,0.6019605421742728,0.6311230185177346
26,0.3484203697352413,0.38821297883987427,0.6021932151428488,0.6306271881892763
27,0.3518149457797656,0.41063094743841205,0.602715826089002,0.6295485090988068
28,0.3475587425190349,0.3653087517547987,0.6040281097754292,0.6322021253545341
29,0.34484275629453087,0.3755173350360729,0.6051138502666324,0.6308361341687665
30,0.3444125946376015,0.4063536980503118,0.6058304203705138,0.6304702492386339
31,0.34350020332985937,0.38249433842989117,0.6067263188948266,0.6307351868253804
32,0.3429119809174854,0.3762100465022601,0.6089949155368678,0.6333116410739859
33,0.34214659980761253,0.3590943536249333,0.6060819808628868,0.63287635080378
34,0.3444397721278707,0.41377470944699307,0.6062594693166473,0.6328016464210632
35,0.3393828009252136,0.41381899490754864,0.6086646053630649,0.6324864376919339
36,0.33859251377194427,0.37338013939104914,0.608307357196792,0.6329564958889857
37,0.3351331304375119,0.39736043509659147,0.6087385921234705,0.634752437511869
38,0.33781203236492763,0.3774821628626209,0.6096540313523473,0.6339044701357419
39,0.3333203017315595,0.3825799776562329,0.6080877750616929,0.6323543594117507
40,0.33495890780342774,0.38248089884731434,0.6096111323746336,0.6364888454780022
41,0.33219589960832535,0.363491471431932,0.6079298251392041,0.636634154566403
42,0.3334580780362766,0.3859214944374656,0.6092089047166597,0.6307138877300749
43,0.3316488613816987,0.36657167907893184,0.6104145152525252,0.6353038293297159
44,0.33151924929943594,0.3933653034250047,0.6103621733941113,0.6317180829117722
45,0.329173204708733,0.3602228434632881,0.6125287551519483,0.6354960636371643
46,0.33148012909283275,0.38558555910220516,0.6127770181312118,0.6365145002973491
47,0.3269234598722569,0.3778760763631259,0.6145225128066104,0.6388399388334796
48,0.3301334687493172,0.37862563394108883,0.6118636568519364,0.6347391633835648
49,0.32572428954400096,0.39166512773112844,0.6130698418201402,0.6347682469719601
50,0.32651642149072946,0.3860852079223891,0.6149334293465282,0.634971111933812
